id,univ_name_cn,univ_name_en,shanghairank_2025,Inst_type,tool_name,check_level,threshold,policy_summary,check_framework(0/1),tool_specified(0/1),linked_to_pass(0/1),source_url,Rationale,policy_scope,release_date,retrieval_rd1(2025.5.6-5.29),retrieval_rd1(2025.6.1-6.14),retrieval_rd1(6.18-7.11),snapshot_filename
80,西南大学,Southwest University,66,comprehensive universities,,undergraduate,"In this round of thesis detection, an AIGC (Artificial Intelligence Generated Content) detection component will be added. The detection results will serve as a reference for instructors during the evaluation process.","I. Detection Arrangements

(I) Detection Content: Includes thesis format detection, similarity rate detection, and AIGC detection.

(II) Detection Deadline: To be completed by April 30.

(III) Specific Requirements

Format Detection: Students must format their thesis (design) according to the requirements specified in the Southwest University Undergraduate Thesis (Design) Format Specifications (Attachment 1), including font type, font size, line spacing, and other formatting rules. They shall then submit the thesis to the thesis management system for format detection (each student is provided one free detection). If a college has additional specific format requirements, these must be submitted to the undergraduate college by March 31. The undergraduate college will then uniformly upload the corresponding college-specific format template to the thesis management system.

Final Draft Review: After standardizing the thesis format, students must upload and submit the final draft of the thesis (design) to the system, awaiting review and approval by the supervising instructor.

Similarity Rate Detection: Upon approval by the supervising instructor, the thesis shall be submitted to the thesis management system for similarity rate detection.

AIGC Detection: Upon approval by the supervising instructor, the thesis shall be submitted to the thesis management system for AIGC detection.",1,0,0,https://ugs.swu.edu.cn/info/1012/3674.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The original text lists AIGC detection as one of the mandatory items for undergraduate graduation theses, specifies the detection time limit, and requires submission to the thesis management system for testing, forming a formal detection requirement.Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions conducting AIGC detection through the thesis management system but does not name or indicate a particular tool (e.g., CNKI AI Check, Turnitin AI detection).Linked to pass is coded as 0: AIGC detection results do not directly affect thesis approval, defense eligibility or degree conferral. The text only clarifies the procedure for AIGC detection but does not link the detection results to key graduation requirements such as thesis approval or defense eligibility.",,2025/3/11,2025/5/21,2025/6/10,2025/7/1,西南大学关于开展2025届本科毕业论文（设计）检测、抽检及答辩工作的通知-西南大学undergraduate院.mhtml
81,中国石油大学（华东）,China University of Petroleum (East China),67,science and engineering universities,,,,,0,0,0,,,,,2025/5/22,2025/6/10,2025/7/1,
82,深圳大学,Shenzhen University,68,science and engineering universities,,,,,0,0,0,,,,,2025/5/22,2025/6/10,2025/7/1,
83,上海中医药大学,Shanghai University of Traditional Chinese Medicine,中医2,traditional Chinese medicine universities,,,,,0,0,0,,,,,2025/5/22,2025/6/10,2025/7/2,
84,云南大学,Yunnan University,69,comprehensive universities,,undergraduate,,,0,0,0,,,,,2025/5/23,2025/6/10,2025/7/2,
85,西北大学,Northwest University,70,comprehensive universities,,,,,0,0,0,,,,,2025/5/23,2025/6/10,2025/7/2,
86,西北农林科技大学,Northwest A&F University,71,agricultural universities,CNKI (China National Knowledge Infrastructure) Detection System,undergraduate,"The AIGC (AI-Generated Content) detection results will serve as a key reference for evaluating the grades of the 2025 undergraduate graduation theses (designs) and for selecting outstanding theses (designs). Students found to have violated the regulations on AI tool usage will face appropriate penalties based on the severity of the offense, which may include but are not limited to disqualification from the defense, invalidation of thesis grades, and handling as cases of academic misconduct.","II. Artificial Intelligence Generated Content (AIGC) Detection

Subjects of Detection
All 2025 graduating students will participate in AIGC detection, with each student receiving one free detection provided by their college. Detection must be completed by May 20.

Detection Content
The detection will identify whether the text partially or entirely exhibits characteristics of AI model generation, producing a detection report that includes the suspected proportion of AIGC content relative to the full text, the distribution of suspected AIGC fragments, and other relevant details.

Application of Results
The AIGC detection results will serve as a key reference for evaluating the grades of the 2025 undergraduate graduation theses (designs) and for selecting outstanding theses (designs). Students found to have violated regulations on AI tool usage will face appropriate penalties based on the severity of the offense, which may include but are not limited to disqualification from the defense, invalidation of thesis grades, and handling as cases of academic misconduct.

Other Relevant Requirements
(1) Supervising instructors must guide students in the proper use of AI tools, ensuring their usage is reasonable and compliant, and review their eligibility for defense.
(2) Reviewing instructors must evaluate the thesis (design) and provide opinions on whether the student should proceed to the defense.
(3) Defense panels must strengthen the examination and verification of core competencies and original contributions for theses (designs) suspected of improper AI tool usage.
(4) Students bear ultimate responsibility for the content generated using AI tools, ensuring it complies with academic standards and quality requirements. AI tools must not be listed as authors or collaborators.
(5) Students who violate AI tool usage regulations will face appropriate penalties based on the severity of the offense, including but not limited to disqualification from the defense, invalidation of thesis grades, and handling as cases of academic misconduct. Colleges and supervising instructors whose students are identified as having ""problematic theses"" due to AI tool usage in random inspections by the Ministry of Education will be dealt with according to relevant regulations.

Before the 2025 undergraduate defense, the secretary of each group must collect the AIGC detection results signed by the supervising instructor as part of the defense materials.",1,1,1,https://cmee.nwsuaf.edu.cn/xwzx/xytz/52e119da18b34a6b8209c6aa20023ad2.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. All 2025 pre-graduates must participate in AIGC detection with one free quota, and the detection must be completed by May 20th.Tool specified is coded as 1: TCNKI AI Check is required.Linked to pass is coded as 1: AIGC detection results directly affect thesis approval, defense eligibility or degree conferral. The results are an important reference for thesis grading and excellent thesis selection; improper AI use leads to penalties like canceled defense eligibility, and signed detection results are required as defense materials.",,2025/4/22,2025/5/23,2025/6/11,2025/7/2,西北农林科技大学机械与电子工程学院.mhtml
87,北京工业大学,Beijing University of Technology,72,science and engineering universities,,undergraduate,"All 2025 undergraduate graduation projects (theses) are required to undergo academic misconduct detection, which includes comparison with the CNKI resource database, intra-university comparisons with current and previous years' theses, and AI-generated content (AIGC) detection.

In principle, the ""similarity ratio"" for science and engineering disciplines should not exceed 25%, while for other disciplines it should not exceed 30%. Failure to meet the similarity ratio threshold will disqualify the project (thesis) from proceeding to the graduation defense stage.","2. Academic Integrity

All undergraduate graduation projects (theses) for the class of 2025 are required to undergo academic misconduct detection, which includes comparison against the CNKI (China National Knowledge Infrastructure) database, internal comparisons with theses from the current and previous years within the university, and AI-generated content (AIGC) detection.

In principle, the permissible similarity ratio for science and engineering disciplines must not exceed 25%, while for other disciplines it must not exceed 30%. Projects (theses) failing to meet the required similarity ratio will not be eligible to proceed to the graduation project (thesis) defense stage.

The direct use of AI-generated content for writing graduation projects (theses) is strictly prohibited. Any such practice, once identified and verified, will be classified as ghostwriting of a graduation project (thesis) and treated as academic misconduct, subject to disciplinary actions in accordance with the university's regulations. If students utilize AI writing tools for auxiliary purposes, it is recommended that they provide a clear statement detailing the usage in relevant sections of their graduation project (thesis), such as the references or acknowledgments.",1,0,1,https://undergrad.bjut.edu.cn/info/1216/3215.htm,,,2024/10/25,2025/5/23,2025/6/11,2025/7/3,北京工业大学关于开展2025届undergraduate毕业设计（论文）工作的通知-北京工业大学教务处.mhtml
88,南昌大学,Nanchang University,73,comprehensive universities,,,,,0,0,0,,,,,2025/5/23,2025/6/11,2025/7/3,
89,上海纽约大学,NYU Shanghai,合作2,comprehensive universities,,,,,0,0,0,,,,,2025/5/23,2025/6/11,2025/7/3,
90,东华大学,Donghua University,74,science and engineering universities,,,,,0,0,0,,,,,2025/5/23,2025/6/11,2025/7/3,
91,中国地质大学（北京）,China University of Geosciences, Beijing,75,science and engineering universities,,undergraduate,"The content generated by the AI evaluation system in this pilot phase is intended solely as reference material for revising undergraduate graduation projects (theses) and does not affect the final grade assessment. The ultimate quality of the graduation project (thesis) shall be determined and verified by the supervising instructor.

","I. Function Overview
(1) AI Intelligent Evaluation: Provides in-depth analysis of thesis content, identifying core issues and offering recommendations. The evaluation covers political alignment, relevance to professional training objectives, consistency between title and content, structural completeness, as well as key research elements such as research content, methodology, and conclusions. Evaluation results are categorized into four levels: A (Excellent Thesis), B (Qualified Thesis), C (Revision Recommended), D (High-Risk Thesis). Students may revise their theses based on the AI evaluation suggestions, while supervisors may use these insights to provide further guidance.

(2) AIGC Detection: Effectively identifies and guides teachers and students in the appropriate use of AI-generated content. The system generates an AIGC detection rate to prevent misuse of AI and enhance thesis quality.

(3) Trial Usage Disclaimer: The content generated by the AI Intelligent Evaluation system in this pilot phase is intended solely as reference material for revising undergraduate graduation projects (theses). It does not influence grade assessment. The final quality of the graduation project (thesis) shall be determined and verified by the supervising instructor.",1,0,0,https://jwc.cugb.edu.cn/c/2025-05-14/826040.shtml,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. All 2025 undergraduate graduation theses must participate in academic misconduct detection, which includes AIGC detection as a mandatory item.
Tool specified is coded as 0: The university does not specify any specific AIGC detection tool. The text only mentions AIGC detection as part of academic misconduct detection but does not name or indicate any particular tool (e.g., CNKI AI Check, Turnitin AI detection).

Linked to pass is coded as 1: AIGC detection results directly affect thesis approval, defense eligibility or degree conferral. Direct use of AI-generated content in the thesis is identified as ghostwriting (academic misconduct) and will be handled in accordance with relevant school regulations; meanwhile, unqualified similarity ratios (a result of academic misconduct detection including AIGC detection-related checks) disqualify students from entering the defense link.",,2025/5/14,2025/5/24,2025/6/11,2025/7/3,中国地质大学（北京）教务处.mhtml
92,中国矿业大学（北京）,China University of Mining and Technology-Beijing,76,science and engineering universities,,,,"II. Detection Methods

The detection will primarily be conducted through the CNKI (China National Knowledge Infrastructure) system. Each college is responsible for implementing detection for its own graduation projects (theses) and for overseeing students' appropriate and reasonable use of AIGC, preventing academic misconduct such as AI-assisted ghostwriting. The university will supervise and review both the detection process and its results.",0,0,0,https://xxgk.cumtb.edu.cn/info/1251/1572.htm,,,2025/5/23,2025/5/24,2025/6/11,2025/7/3,
93,广州医科大学,Guangzhou Medical University,医8,medical universities,,,,,0,0,0,,,,,2025/5/24,2025/6/11,2025/7/4,
94,哈尔滨医科大学,Harbin Medical University,医7,medical universities,,,,,0,0,0,,,,,2025/5/24,2025/6/11,2025/7/4,
95,宁波诺丁汉大学,University of Nottingham Ningbo China,合作3,comprehensive universities,,,,,0,0,0,,,,,2025/5/24,2025/6/11,2025/7/4,
96,福州大学,Fuzhou University,77,science and engineering universities,,undergraduate,"(2) The university stipulates the detection standards for undergraduate graduation projects (theses): the similarity ratio after removing the student's own previously published work shall be ≤20%; the AIGC full-text detection value shall be ≤20%.

(4) For university-level outstanding graduation projects (theses), the detection results after removing the student's own previously published work shall have a similarity ratio of ≤15%, and the AIGC full-text detection value shall be ≤15%. If either the similarity ratio after removal or the AIGC full-text detection value exceeds 15%, the qualification for university-level outstanding evaluation shall be revoked.","(6) Plagiarism Check and AIGC Detection for Graduation Projects (Theses)

In order to further strengthen the quality supervision and management of graduation projects (theses), encourage academic innovation, uphold academic integrity, ensure the quality of undergraduate graduation projects (theses), regulate the scientific and reasonable use of AIGC technology by students, and prevent academic misconduct such as plagiarism, AI-assisted ghostwriting, falsification, and improper citation during the writing process, the university will conduct plagiarism checks and AIGC detection on the final drafts (pre-defense) and post-defense versions of the 2025 undergraduate graduation projects (theses). These measures are implemented in accordance with the Academic Degrees Law of the People’s Republic of China (Presidential Decree No. 22) and the Measures for Handling Academic Misconduct in Degree Theses (Ministry of Education Decree No. 34).

1. Subjects of Detection
All graduation projects (theses) of the 2025 undergraduate cohort.

2. Detection Standards
Colleges should further educate students on academic integrity, require them to sign the Fuzhou University Undergraduate Graduation Project (Thesis) Integrity Commitment Form, and clearly inform students of the following university-established thesis detection standards and handling measures:

(1) The comparison scope for students’ graduation projects (theses) includes the default database of the VIPS (Weipu) plagiarism detection system and all graduation projects (theses) of the current cohort.

(2) The university stipulates the following detection standards for undergraduate graduation projects (theses):

The similarity ratio after removing the student’s own previously published work should be ≤20%.

The AIGC full-text detection value should be ≤20%.

Colleges may establish stricter detection standards based on disciplinary characteristics and graduation project (thesis) requirements. These standards must be communicated to students before the start of the graduation project (thesis) work and submitted to the Academic Affairs Office for record-keeping. Students’ graduation projects (theses) must meet the college’s detection standards to be eligible for defense.

(3) The plagiarism check files (pre-defense and post-defense versions) for undergraduate graduation projects (theses) must be uploaded in PDF format.

(4) For university-level outstanding graduation projects (theses), the detection results should meet the following criteria:

The similarity ratio after removing the student’s own previously published work should be ≤15%.

The AIGC full-text detection value should be ≤15%.

If either the similarity ratio after removal or the AIGC full-text detection value exceeds 15%, the qualification for university-level outstanding evaluation will be revoked.",1,0,1,https://jzxy.fzu.edu.cn/info/1013/3232.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses. The university will conduct AIGC detection on both the final draft before defense and the final draft after defense of all 2025 undergraduate graduation theses, with clear detection objects and implementation procedures, forming a formal mandatory AIGC detection requirement.
Tool specified is coded as 0: The university does not specifies a specific AIGC detection tool. 


Linked to pass is coded as 1: AIGC detection results directly affect thesis approval, defense eligibility or degree conferral. The university sets an AIGC full-text detection threshold of ≤20%, and students must meet the college's detection standards (which may be stricter) to participate in the defense; for university-level excellent theses, the AIGC threshold is ≤15%, and those exceeding it will be disqualified from the selection.",,2024/12/12,2025/5/24,2025/6/12,2025/7/4,福州大学关于做好2025届undergraduate毕业设计（论文）工作的通知-福州大学-建筑与城乡规划学院.mhtml
97,宁波大学,Ningbo University,78,comprehensive universities,,,,,0,0,0,,,,,2025/5/24,2025/6/12,2025/7/4,
98,合肥工业大学,Hefei University of Technology,79,science and engineering universities,,,,,0,0,0,,,,,2025/5/24,2025/6/12,2025/7/4,
99,华南师范大学,South China Normal University,80,normal (teacher education) universities,,undergraduate,"III. Implementing Plagiarism Checks and Self-inspections for Undergraduate Theses

All colleges shall supervise and guide the 2025 graduates to complete plagiarism checks for their undergraduate theses through the graduation project system. In principle, a text similarity rate (excluding the student's own publications) below 30% (exclusive) is required to qualify for the thesis defense. In addition to the plagiarism checks for undergraduate theses, the university will pilot an artificial intelligence-generated content detection system this year, which will serve as an important reference for thesis defense eligibility and grade assessment.","III. Implementing Plagiarism Checks and Self-inspections for Undergraduate Theses

All colleges shall supervise and guide the 2025 graduates to complete plagiarism checks for their undergraduate theses through the graduation project system. In principle, a text similarity rate (excluding the student's own publications) below 30% (exclusive) is required to qualify for the thesis defense. In addition to the plagiarism checks for undergraduate theses, the university will pilot an artificial intelligence-generated content detection system this year, which will serve as an important reference for thesis defense eligibility and grade assessment.",1,0,1,http://em.scnu.edu.cn/a/20250314/10543.html,"Check framework is coded as 1: The university explicitly requires AIGC detection for undergraduate graduation theses, as it stipulates that AIGC detection will be piloted on the basis of duplicate check for 2025 undergraduate graduation theses, covering all 2025 undergraduates and implemented through the graduation project system.Tool specified is coded as 0: The university does not specify any specific AIGC detection tool, only mentioning the pilot of AIGC detection and its implementation through the graduation project system without naming or indicating a particular tool (e.g., Weipu AIGC detection, CNKI AI Check).Linked to pass is coded as 1: AIGC detection results are closely related to undergraduate thesis defense eligibility and score evaluation, as the results serve as an important reference for both graduation thesis defense and score assessment, which will affect the supervisor's review of the thesis and the final determination of defense eligibility and academic performance.",,2025/3/14,2025/5/25,2025/6/12,2025/7/4,华南师范大学关于加强2025届本科毕业论文（设计）规范管理的通知 - 本科培养 - 华南师范大学经济与管理学院.mhtml
100,温州医科大学,Wenzhou Medical University,医9,medical universities,,,,,0,0,0,,,,,2025/5/25,2025/6/12,2025/7/5,
101,"中央民族大学
",Minzu University of China,民1,thnic/minority university,,,,,0,0,0,,,,,2025/5/25,2025/6/12,2025/7/5,
102,南京邮电大学,Nanjing University of Posts and Telecommunications,81,science and engineering universities,,,,,0,0,0,,,,,2025/5/25,2025/6/12,2025/7/5,
103,东北财经大学,Dongbei University of Finance and Economics,财6,finance and economics universities,,undergraduate,"AIGC (Artificial Intelligence-Generated Content) detection has been added to this round of testing. If the AIGC detection result exceeds 40%, it is recommended that the thesis be revised.","IV. Assessment and Handling of Detection Results

Procedures for Handling Detection Results:
(1) If the detection result R ≤ 20%, it is deemed to have passed the detection, and the student is eligible for the defense.
(2) If the final detection result R > 20%, it is deemed to have failed the detection, and the student is not eligible for the defense.
(Note: R refers to the percentage of text similarity, calculated as the proportion of overlapping text between the submitted graduation thesis/design and non-original academic works relative to the full length of the thesis.)

For graduation theses/designs with a final detection result R ≤ 20% that require a second defense, a re-detection must be conducted before the second defense. The thesis/design may proceed to the second defense only after passing the re-detection.

The detection result for university-level outstanding graduation theses/designs must not exceed 10%.

This round of detection includes an AIGC (Artificial Intelligence-Generated Content) detection component. If the AIGC detection result exceeds 40%, it is recommended that the thesis/design be revised.

All undergraduate graduation theses/designs must undergo detection. Students unable to submit detection materials on time must submit a written explanation (see Attachment 2; please email the electronic version to songjia@surrey.ac.uk) at least five working days before the detection deadline. The explanation must be approved by the supervising instructor and the college, then submitted to the Academic Affairs Office for review. Students who fail to submit detection materials without valid reasons or do not participate in the detection on time will be disqualified from the graduation thesis defense for the current year.",1,0,1,https://surrey.dufe.edu.cn/content_91162.html,"Check framework is coded as 1: The university explicitly requires AIGC detection for undergraduate graduation theses, as it adds AIGC detection as a mandatory item for the current undergraduate thesis detection, and stipulates that all undergraduate graduation theses must participate in the detection (including AIGC detection).Tool specified is coded as 0: The university does not specify any specific AIGC detection tool, only mentioning the addition of AIGC detection without naming or indicating a particular tool (e.g., Weipu AIGC detection, CNKI AI Check).Linked to pass is coded as 1: AIGC detection results do directly affect thesis approval or defense eligibility.",,,2025/5/25,2025/6/12,2025/7/5,东北财经大学关于开展2025届undergraduate毕业论文(设计)检测工作的通知 -- 通知公告 -- 东北财经大学萨里国际学院.mhtml
104,江苏大学,Jiangsu University,82,comprehensive universities,维普 AIGC 检测,undergraduate,"The proportion of AI-generated content indicated by AIGC detection results shall in principle not exceed 40% (inclusive). If a student's AIGC detection results exceed the specified threshold during the defense, the college will submit the case to the defense panel for review. If academic misconduct is confirmed, penalties may include delayed defense, redoing the graduation project (thesis), or other measures as appropriate. In severe cases, the student's grade will be recorded as failing.","(II) AIGC (Artificial Intelligence Generated Content) Detection

AIGC detection refers to the identification and verification of content generated by artificial intelligence.

Number of Detections: The system provides each student with 2 detection opportunities.

Detection Standards: The proportion of AI-generated content indicated by the AIGC detection results should, in principle, not exceed 40% (inclusive).

Detection Process: After logging into the graduation project management system, click ""Process Management"" → ""Submit AIGC Detection"" → upload the thesis (detailed instructions are provided in Appendix 2). Both the college and the supervising instructor can view the detection results in the system.

Note: If a student's AIGC detection results exceed the specified threshold during the defense, the college will submit the case to the defense panel for review. If academic misconduct is confirmed, penalties may include delayed defense, redoing the graduation project (thesis), or other measures as appropriate. In severe cases, the student's grade will be recorded as failing.",1,1,1,https://jwc.ujs.edu.cn/__local/4/ED/24/AA9B4251DB4F3F7C7456155F3BE_943364B4_2115F.pdf,"Check framework is coded as 1: The university explicitly requires AIGC detection for undergraduate graduation theses, as it specifies 2 free detection opportunities per student, a clear passing threshold (AI-generated content ratio ≤ 40%), a standardized operation process via the graduation project management system, and penalty measures for non-compliance.Tool specified is coded as 1: The university specifies a specific AIGC detection tool, explicitly stating that the detection relies on the Weipu AIGC detection system.Linked to pass is coded as 1: AIGC detection results directly affect undergraduate thesis defense eligibility, academic misconduct identification and score evaluation, as students exceeding the 40% threshold will be reviewed by the defense panel; those deemed to have committed academic misconduct may face delayed defense, thesis revision, or a failing grade.",,2025/3/31,2025/5/26,2025/6/12,2025/7/5,江苏大学.pdf
105,北京外国语大学,Beijing Foreign Studies University,语1,language and culture universities,,,,,0,0,0,,,,,2025/5/26,2025/6/12,2025/7/6,
106,华北电力大学,North China Electric Power University,83,science and engineering universities,,研究生,,"Starting from 2024, our university will introduce the ""AIGC Detection Service System"" to screen all dissertation papers submitted by degree-seeking graduate students. All students are expected to conscientiously adhere to academic standards and resist any practices involving the use of artificial intelligence to ghostwrite academic papers.",1,0,0,https://yjsy.ncepu.edu.cn/tzgg/9f64c23df5914e53b821a413943280db.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduate theses, as it will introduce an ""AIGC Detection Service System"" starting from 2024 to conduct mandatory detection on all graduate theses for degree applications.Tool specified is coded as 0: The university does not specify any specific AIGC detection tool, only mentioning the introduction of an ""AIGC Detection Service System"" without naming or indicating a particular tool (e.g., CNKI AI Check, Weipu AIGC detection). Linked to pass is coded as 0: AIGC detection results are not related to thesis approval and academic integrity identification.",,2024/1/2,2025/5/26,2025/6/12,2025/7/6,华北电力大学关于对我校2024届毕业研究生学位论文进行AI检测的通知 华北电力大学研究生院.mhtml
107,中国传媒大学,Communication University of China,语3,language and culture universities,,,,,0,0,0,,,,,2025/5/26,2025/6/13,2025/7/6,
108,长安大学,Chang'an University,84,science and engineering universities,,,,,0,0,0,,,,,2025/5/26,2025/6/13,2025/7/7,
109,北京林业大学,Beijing Forestry University,85,orestry universities,,,,,0,0,0,,,,,2025/5/26,2025/6/13,2025/7/7,
110,贵州大学,Guizhou University,86,comprehensive universities,,,,,0,0,0,,,,,2025/5/27,2025/6/13,2025/7/7,
111,重庆医科大学,Chongqing Medical University,医11,medical universities,,undergraduate,,"The second item under ""Disqualifying Indicators"" regarding academic integrity now includes ""including AI ghostwriting."" This year, the thesis plagiarism detection system has been updated with an AIGC detection function. All full-time undergraduate theses for the graduating class of 2025 will undergo AIGC detection, and the results will be provided to supervising instructors for reference.",1,0,0,https://jwc.cqmu.edu.cn/info/1007/3361.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses, as it adds ""AI ghostwriting"" to the academic integrity veto indicators and mandates that all 2025 full-time undergraduate graduation theses undergo AIGC detection with the thesis check system updated to include this function; Tool specified is coded as 0: The university does not specify any specific AIGC detection tool, only mentioning that the existing thesis check system has added an AIGC detection function without naming or indicating a particular tool (e.g., CNKI AI Check, Weipu AIGC detection); Linked to pass is coded as 0: AIGC detection results are not related to thesis approval and academic integrity identification.",,2025/3/26,2025/5/27,2025/6/13,2025/7/7,重庆医科大学关于做好2025届undergraduate毕业论文（设计）质量管理的通知-重庆医科大学教务处.mhtml
112,中国药科大学,China Pharmaceutical University,医10,medical universities,,,,,0,0,0,,,,,2025/5/27,2025/6/13,2025/7/8,
113,福建师范大学,Fujian Normal University,87,normal (teacher education) universities,,,,,0,0,0,,,,,2025/5/27,2025/6/13,2025/7/8,
114,湖南师范大学,Hunan Normal University,88,normal (teacher education) universities,,,,,0,0,0,,,,,2025/5/27,2025/6/13,2025/7/8,
115,广西大学,Guangxi University,89,comprehensive universities,,,,,0,0,0,,,,,2025/5/27,2025/6/13,2025/7/8,
116,南京林业大学,Nanjing Forestry University,90,orestry universities,,undergraduate,"AIGC detection and format checking will be conducted within the graduation thesis (design) system (specific operational procedures are detailed in Appendix 2). Under the guidance of their advisors, students are required to revise and improve their theses (designs) based on the results of the AIGC detection and format checks. The AIGC detection results will serve as an important reference for evaluating the grades of the 2025 undergraduate theses and for selecting outstanding theses.","III. Detection Process
(1) AIGC Detection and Format Checking

AIGC detection is used to identify whether the text partially or entirely exhibits characteristics of being generated by artificial intelligence models. It produces a detection report containing metrics such as the suspected proportion of AIGC content relative to the full text and the distribution of suspected AIGC segments. Format checking is conducted to verify whether the thesis (design) complies with the Nanjing Forestry University Undergraduate Thesis (Design) Writing Standards and Formatting Guidelines (Attachment 1).

Both AIGC detection and format checking are performed within the graduation thesis (design) system (specific operational procedures are detailed in Attachment 2). Under the guidance of their advisors, students are required to revise and improve their theses (designs) based on the results of the AIGC detection and format checks. The AIGC detection results will serve as an important reference for evaluating the grades of the 2025 undergraduate theses and for selecting outstanding theses.",1,0,1,http://jwc.njfu.edu.cn//sjjx/bysjlw/20250424/i338126.html,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses, as it mandates AIGC detection for 2025 undergraduate graduation theses, specifies that the detection is conducted through the graduation thesis (design) system, defines the detection content (identifying AI-generated text features and generating detailed reports), and clarifies the requirement for students to revise the thesis based on detection results; Tool specified is coded as 0: The university does not specify any specific AIGC detection tool, only mentioning that the detection is carried out in the graduation thesis (design) system without naming or indicating a particular tool (e.g., CNKI AI Check, Weipu AIGC detection); Linked to pass is coded as 1: AIGC detection results directly affect thesis score evaluation and excellent thesis selection, as the results serve as an important reference for 2025 undergraduate graduation thesis score assessment and excellent thesis selection, and students are required to revise their theses according to the results, which impacts the final thesis quality and related evaluation outcomes.",,,2025/5/27,2025/6/13,2025/7/8,南京林业大学.pdf
117,扬州大学,Yangzhou University,91,comprehensive universities,,,,,0,0,0,,,,,2025/5/27,2025/6/13,2025/7/8,
118,浙江师范大学,Zhejiang Normal University,92,normal (teacher education) universities,,undergraduate,"The similarity rate of the thesis must not exceed 20%, and the AIGC detection result must not exceed 30%.","Students must submit the main body of their graduation project (thesis) within the specified timeframe. The similarity rate of the thesis must not exceed 20%, and the AIGC detection result must not exceed 30%.",1,0,1,https://smxy.zjnu.edu.cn/2025/0416/c17162a515544/page.htm,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses, as it clearly stipulates that AIGC detection is a mandatory requirement for undergraduate graduation theses and sets a specific threshold for the detection result; Tool specified is coded as 0: The university does not specify any specific AIGC detection tool, only stating the AIGC detection threshold (no higher than 30%) without naming or indicating a particular tool (e.g., CNKI AI Check, Weipu AIGC detection); Linked to pass is coded as 1: AIGC detection results directly affect thesis approval and defense eligibility, as failing to meet the AIGC detection standard (higher than 30%) will lead to failure in the thesis detection, which in turn affects the subsequent defense and graduation procedures.",,2025/4/16,2025/5/27,2025/6/13,2025/7/8,浙江师范大学关于2025届本科毕业论文中后期工作的通知.mhtml
119,海南大学,Hainan University,93,comprehensive universities,,undergraduate,"If both the paper similarity rate and the AIGC full-text detection value are ≤20%, the thesis is deemed to have passed the detection.","If both the paper similarity rate and the AIGC full-text detection value are ≤21%, the thesis is deemed to have passed the detection.",1,0,1,https://jwc.hainanu.edu.cn/__local/1/04/AA/FD034AC1081D9280A636BC5666B_1D7E8AAB_1BE81.pdf,"Check framework is coded as 1: The university explicitly requires AIGC detection for graduation theses, as it sets a clear quantitative standard for AIGC detection (full-text AIGC detection value ≤20%) and incorporates it into the unified detection requirements for graduation theses alongside the repetition rate; Tool specified is coded as 0: The university does not specify any specific AIGC detection tool, only defining the passing threshold for the AIGC detection value without naming or indicating a particular tool (e.g., CNKI AI Check, Weipu AIGC detection); Linked to pass is coded as 1: AIGC detection results directly affect thesis approval, defense eligibility or degree conferral, as the AIGC full-text detection value (≤20%) is a core passing indicator, and failure to meet this standard will impact the thesis detection outcome and subsequent graduation-related procedures.",,2025/4/30,2025/5/28,2025/6/13,2025/7/8,海南大学.pdf
